student_id,date,activity_type,duration_minutes
STU0059,2024-03-28,submission,17
STU0059,2024-01-04,login,1
STU0059,2024-05-07,forum_post,28
STU0059,2024-04-05,submission,106
STU0059,2024-05-22,login,5
STU0059,2024-04-09,submission,3
STU0059,2024-01-26,login,29
STU0059,2024-04-09,video_watched,35
STU0059,2024-03-20,login,43
STU0059,2024-04-19,quiz_attempt,1
STU0059,2024-05-17,video_watched,23
STU0059,2024-01-01,submission,19
STU0059,2024-04-01,quiz_attempt,9
STU0059,2024-01-19,video_watched,29
STU0059,2024-01-01,login,17
STU0059,2024-04-03,submission,32
STU0059,2024-05-15,forum_post,7
STU0059,2024-01-15,quiz_attempt,10
STU0059,2024-03-14,submission,8
STU0059,2024-02-26,submission,1
STU0059,2024-02-13,forum_post,15
STU0059,2024-01-08,login,28
STU0059,2024-04-02,video_watched,26
STU0059,2024-05-24,login,28
STU0059,2024-02-21,submission,9
STU0059,2024-03-04,login,8
STU0059,2024-02-21,submission,45
STU0059,2024-01-04,submission,6
STU0059,2024-05-31,submission,4
STU0059,2024-03-18,submission,5
STU0059,2024-04-03,login,26
STU0059,2024-03-06,video_watched,12
STU0059,2024-03-11,video_watched,3
STU0059,2024-05-30,login,11
STU0059,2024-05-13,submission,17
STU0059,2024-04-29,login,2
STU0059,2024-01-19,video_watched,9
STU0059,2024-03-13,login,34
STU0059,2024-01-11,forum_post,19
STU0059,2024-01-23,quiz_attempt,17
STU0059,2024-04-24,submission,54
STU0059,2024-03-05,login,3
STU0059,2024-04-03,login,24
STU0059,2024-05-27,quiz_attempt,2
STU0059,2024-04-03,forum_post,4
STU0059,2024-05-09,login,40
STU0059,2024-02-20,forum_post,4
STU0059,2024-03-28,quiz_attempt,1
STU0059,2024-03-26,login,3
STU0059,2024-04-26,login,57
STU0059,2024-05-22,video_watched,4
STU0059,2024-03-11,quiz_attempt,4
STU0059,2024-01-22,video_watched,1
STU0059,2024-02-16,quiz_attempt,12
STU0059,2024-03-14,quiz_attempt,31
STU0059,2024-01-08,submission,30
STU0059,2024-03-29,submission,3
STU0059,2024-05-02,quiz_attempt,36
STU0059,2024-04-24,video_watched,21
STU0059,2024-01-17,submission,7
STU0059,2024-01-19,login,6
STU0059,2024-02-27,quiz_attempt,43
STU0060,2024-05-17,forum_post,49
STU0060,2024-03-20,forum_post,1
STU0060,2024-01-29,login,4
STU0060,2024-03-05,video_watched,1
STU0060,2024-03-28,submission,35
STU0060,2024-05-09,submission,20
STU0060,2024-03-19,login,2
STU0060,2024-05-13,login,12
STU0060,2024-04-15,video_watched,14
STU0060,2024-05-15,login,42
STU0060,2024-05-24,login,10
STU0060,2024-02-22,submission,6
STU0060,2024-05-14,forum_post,5
STU0060,2024-01-03,quiz_attempt,7
STU0060,2024-05-02,submission,22
STU0060,2024-05-31,login,7
STU0060,2024-03-04,video_watched,27
STU0060,2024-02-09,submission,2
STU0060,2024-02-23,login,4
STU0060,2024-03-20,login,8
STU0060,2024-04-18,submission,18
STU0060,2024-02-23,quiz_attempt,1
STU0060,2024-03-05,quiz_attempt,91
STU0060,2024-05-30,login,16
STU0060,2024-03-21,quiz_attempt,18
STU0060,2024-04-30,video_watched,1
STU0060,2024-02-07,login,22
STU0060,2024-03-22,forum_post,1
STU0060,2024-02-26,login,15
STU0060,2024-01-05,login,37
STU0060,2024-01-23,video_watched,6
STU0060,2024-01-19,video_watched,2
STU0060,2024-02-02,forum_post,15
STU0060,2024-01-31,login,33
STU0060,2024-04-08,quiz_attempt,8
STU0060,2024-04-02,login,5
STU0060,2024-03-22,forum_post,11
STU0060,2024-01-30,login,1
STU0060,2024-05-23,quiz_attempt,8
STU0060,2024-04-11,login,22
STU0060,2024-03-06,video_watched,37
STU0060,2024-01-24,quiz_attempt,12
STU0060,2024-02-13,video_watched,23
STU0060,2024-03-29,forum_post,38
STU0060,2024-01-22,forum_post,8
STU0060,2024-03-05,video_watched,6
STU0060,2024-02-28,submission,2
STU0060,2024-01-03,video_watched,68
STU0060,2024-04-18,login,70
STU0060,2024-04-18,login,13
STU0060,2024-05-10,forum_post,1
STU0060,2024-01-08,quiz_attempt,35
STU0060,2024-01-17,forum_post,17
STU0060,2024-04-19,forum_post,1
STU0060,2024-02-20,video_watched,11
STU0060,2024-04-29,login,15
STU0060,2024-01-25,submission,10
STU0060,2024-04-25,login,17
STU0060,2024-03-05,quiz_attempt,34
STU0060,2024-01-24,login,102
STU0060,2024-05-02,login,31
STU0060,2024-01-01,video_watched,2
STU0060,2024-03-15,submission,59
STU0060,2024-01-16,forum_post,58
STU0060,2024-05-15,submission,18
STU0060,2024-01-05,submission,28
STU0060,2024-04-04,forum_post,14
STU0060,2024-05-10,submission,14
STU0060,2024-04-23,video_watched,11
STU0060,2024-05-28,login,1
STU0060,2024-02-09,login,3
STU0060,2024-03-18,login,19
STU0060,2024-05-06,quiz_attempt,10
STU0060,2024-03-25,quiz_attempt,1
STU0060,2024-01-03,quiz_attempt,5
STU0060,2024-05-16,quiz_attempt,6
STU0060,2024-04-11,submission,82
STU0060,2024-01-25,video_watched,12
STU0060,2024-05-14,video_watched,7
STU0060,2024-01-03,login,3
STU0060,2024-03-12,submission,6
STU0060,2024-01-10,quiz_attempt,8
STU0060,2024-02-21,video_watched,1
STU0060,2024-04-19,login,32
STU0060,2024-01-22,submission,13
STU0060,2024-04-23,login,21
STU0060,2024-03-29,video_watched,10
STU0060,2024-02-16,login,20
STU0060,2024-02-23,login,31
STU0060,2024-03-13,quiz_attempt,2
STU0060,2024-05-16,submission,31
STU0060,2024-02-23,submission,11
STU0060,2024-01-30,login,69
STU0060,2024-05-20,quiz_attempt,9
STU0060,2024-05-31,login,56
STU0060,2024-04-02,login,16
STU0060,2024-01-11,quiz_attempt,27
STU0060,2024-01-16,video_watched,19
STU0061,2024-05-07,video_watched,4
STU0061,2024-04-04,submission,16
STU0061,2024-02-21,login,47
STU0061,2024-01-23,login,25
STU0061,2024-02-13,quiz_attempt,8
STU0061,2024-04-30,quiz_attempt,2
STU0061,2024-04-02,login,1
STU0061,2024-04-01,video_watched,7
STU0061,2024-01-05,login,2
STU0061,2024-04-23,submission,1
STU0061,2024-03-26,video_watched,15
STU0061,2024-05-02,submission,6
STU0061,2024-04-15,submission,42
STU0061,2024-04-08,quiz_attempt,5
STU0061,2024-05-13,submission,19
STU0061,2024-05-06,quiz_attempt,1
STU0061,2024-01-25,submission,120
STU0061,2024-03-22,submission,63
STU0061,2024-02-07,login,29
STU0061,2024-05-31,quiz_attempt,20
STU0061,2024-04-11,quiz_attempt,1
STU0061,2024-01-22,login,15
STU0061,2024-01-31,login,21
STU0061,2024-05-22,forum_post,6
STU0061,2024-05-16,submission,6
STU0061,2024-04-30,login,1
STU0061,2024-02-20,forum_post,40
STU0061,2024-05-16,video_watched,1
STU0061,2024-01-26,submission,3
STU0061,2024-01-08,video_watched,14
STU0061,2024-02-08,submission,1
STU0061,2024-03-07,submission,10
STU0061,2024-02-13,quiz_attempt,12
STU0061,2024-03-01,login,13
STU0061,2024-02-28,login,19
STU0061,2024-04-23,submission,25
STU0061,2024-04-29,forum_post,29
STU0061,2024-03-25,login,43
STU0061,2024-02-01,forum_post,10
STU0061,2024-03-15,video_watched,14
STU0061,2024-04-22,quiz_attempt,31
STU0061,2024-02-21,submission,18
STU0061,2024-04-12,quiz_attempt,10
STU0061,2024-03-08,submission,5
STU0061,2024-01-05,login,8
STU0061,2024-02-06,video_watched,25
STU0061,2024-05-27,login,2
STU0061,2024-01-05,quiz_attempt,15
STU0061,2024-01-04,submission,53
STU0061,2024-05-21,video_watched,3
STU0061,2024-01-10,video_watched,30
STU0061,2024-02-16,forum_post,1
STU0061,2024-04-19,login,52
STU0061,2024-01-01,quiz_attempt,119
STU0061,2024-04-01,forum_post,24
STU0061,2024-01-17,video_watched,7
STU0061,2024-04-26,video_watched,70
STU0061,2024-04-26,quiz_attempt,1
STU0061,2024-02-27,login,13
STU0061,2024-05-06,submission,57
STU0061,2024-01-17,submission,31
STU0061,2024-04-30,video_watched,12
STU0061,2024-05-28,login,40
STU0061,2024-04-04,login,9
STU0061,2024-02-08,quiz_attempt,20
STU0061,2024-03-15,forum_post,21
STU0061,2024-01-12,submission,22
STU0061,2024-05-03,video_watched,35
STU0061,2024-04-23,forum_post,68
STU0061,2024-05-20,login,21
STU0061,2024-01-29,quiz_attempt,31
STU0061,2024-04-10,quiz_attempt,2
STU0061,2024-03-12,forum_post,4
STU0061,2024-05-09,video_watched,2
STU0061,2024-01-10,login,64
STU0061,2024-03-01,quiz_attempt,2
STU0061,2024-02-22,login,22
STU0061,2024-03-13,login,54
STU0061,2024-02-07,video_watched,77
STU0061,2024-05-23,login,31
STU0061,2024-03-25,video_watched,2
STU0061,2024-05-10,login,5
STU0061,2024-01-19,submission,8
STU0061,2024-04-05,login,7
STU0061,2024-03-29,quiz_attempt,7
STU0061,2024-05-23,submission,6
STU0061,2024-03-07,submission,1
STU0061,2024-03-27,submission,6
STU0061,2024-02-05,quiz_attempt,7
STU0061,2024-05-23,login,31
STU0061,2024-04-03,login,3
STU0061,2024-05-09,submission,11
STU0061,2024-04-19,submission,24
STU0061,2024-03-20,video_watched,3
STU0061,2024-03-25,login,3
STU0061,2024-04-01,video_watched,1
STU0061,2024-02-28,submission,23
STU0061,2024-03-21,login,3
STU0061,2024-05-09,quiz_attempt,4
STU0061,2024-05-01,submission,34
STU0061,2024-03-07,submission,40
STU0061,2024-04-11,forum_post,13
STU0061,2024-04-18,forum_post,14
STU0061,2024-04-03,submission,18
STU0062,2024-05-23,login,4
STU0062,2024-04-17,login,18
STU0062,2024-02-09,login,15
STU0062,2024-01-01,login,22
STU0062,2024-01-01,login,25
STU0062,2024-02-06,video_watched,13
STU0062,2024-04-04,quiz_attempt,59
STU0062,2024-05-28,quiz_attempt,24
STU0062,2024-05-15,video_watched,21
STU0062,2024-01-30,video_watched,2
STU0062,2024-01-23,video_watched,57
STU0062,2024-05-02,video_watched,30
STU0062,2024-05-31,submission,115
STU0062,2024-01-04,login,21
STU0062,2024-02-13,forum_post,19
STU0062,2024-01-19,forum_post,8
STU0062,2024-05-02,forum_post,32
STU0062,2024-02-07,quiz_attempt,6
STU0062,2024-02-29,login,29
STU0062,2024-05-16,login,37
STU0062,2024-01-02,submission,17
STU0062,2024-04-04,submission,16
STU0062,2024-03-27,quiz_attempt,42
STU0062,2024-02-05,submission,23
STU0062,2024-01-08,login,28
STU0062,2024-01-11,login,21
STU0062,2024-01-03,forum_post,14
STU0062,2024-03-22,login,9
STU0062,2024-01-09,quiz_attempt,5
STU0062,2024-04-08,quiz_attempt,42
STU0062,2024-03-20,login,8
STU0062,2024-05-09,login,16
STU0062,2024-01-31,login,5
STU0062,2024-01-30,video_watched,1
STU0062,2024-01-12,quiz_attempt,5
STU0062,2024-02-22,login,14
STU0062,2024-02-02,login,22
STU0062,2024-02-05,video_watched,63
STU0062,2024-05-31,submission,4
STU0062,2024-01-18,video_watched,44
STU0062,2024-03-29,quiz_attempt,7
STU0062,2024-04-22,submission,25
STU0062,2024-05-01,login,1
STU0062,2024-05-29,quiz_attempt,3
STU0062,2024-05-13,login,6
STU0062,2024-05-24,submission,32
STU0062,2024-05-27,submission,12
STU0062,2024-02-28,login,31
STU0062,2024-03-20,submission,32
STU0062,2024-01-19,video_watched,16
STU0062,2024-05-24,video_watched,9
STU0062,2024-04-05,submission,20
STU0062,2024-02-12,login,1
STU0062,2024-01-24,quiz_attempt,19
STU0062,2024-05-17,submission,20
STU0062,2024-03-07,login,7
STU0062,2024-04-24,quiz_attempt,49
STU0062,2024-03-27,login,43
STU0062,2024-01-31,forum_post,33
STU0062,2024-03-14,submission,21
STU0062,2024-04-01,submission,7
STU0062,2024-03-12,login,26
STU0062,2024-04-23,submission,17
STU0062,2024-03-14,submission,53
STU0062,2024-03-08,quiz_attempt,26
STU0062,2024-04-29,quiz_attempt,21
STU0062,2024-03-01,video_watched,30
STU0062,2024-05-14,login,25
STU0062,2024-04-24,video_watched,10
STU0062,2024-03-25,video_watched,1
STU0062,2024-04-26,quiz_attempt,48
STU0062,2024-01-02,quiz_attempt,10
STU0062,2024-05-07,submission,30
STU0062,2024-04-26,submission,5
STU0062,2024-05-27,login,11
STU0062,2024-05-31,submission,2
STU0062,2024-04-04,login,95
STU0062,2024-05-10,video_watched,17
STU0062,2024-01-30,quiz_attempt,42
STU0062,2024-03-29,submission,6
STU0062,2024-03-25,quiz_attempt,12
STU0062,2024-04-23,login,14
STU0062,2024-04-25,video_watched,37
STU0062,2024-01-09,login,33
STU0062,2024-05-10,quiz_attempt,4
STU0062,2024-01-12,video_watched,24
STU0062,2024-04-08,forum_post,34
STU0062,2024-04-10,login,49
STU0062,2024-05-28,login,1
STU0062,2024-04-18,forum_post,1
STU0062,2024-01-19,submission,24
STU0062,2024-03-26,forum_post,7
STU0062,2024-01-09,submission,45
STU0062,2024-04-26,submission,32
STU0062,2024-04-25,login,3
STU0062,2024-05-23,submission,8
STU0062,2024-02-21,submission,21
STU0062,2024-01-02,submission,19
STU0062,2024-01-22,video_watched,37
STU0062,2024-05-10,quiz_attempt,5
STU0062,2024-05-27,video_watched,14
STU0062,2024-02-14,login,7
STU0062,2024-03-01,login,56
STU0062,2024-03-19,login,4
STU0062,2024-05-01,quiz_attempt,48
STU0062,2024-02-01,login,17
STU0062,2024-03-19,login,14
STU0062,2024-05-28,video_watched,74
STU0062,2024-03-04,login,38
STU0062,2024-01-25,login,5
STU0062,2024-02-15,login,2
STU0062,2024-01-09,login,37
STU0062,2024-01-10,video_watched,28
STU0062,2024-04-16,submission,18
STU0062,2024-02-29,login,13
STU0062,2024-04-18,login,11
STU0062,2024-02-26,quiz_attempt,1
STU0063,2024-02-15,submission,1
STU0063,2024-04-23,login,50
STU0063,2024-05-10,login,31
STU0063,2024-02-07,submission,31
STU0063,2024-03-07,login,7
STU0063,2024-05-06,video_watched,2
STU0063,2024-04-03,submission,1
STU0063,2024-01-05,login,3
STU0063,2024-05-20,video_watched,2
STU0063,2024-05-17,submission,4
STU0063,2024-05-09,forum_post,1
STU0063,2024-01-03,login,4
STU0063,2024-01-02,submission,1
STU0063,2024-02-08,submission,20
STU0063,2024-04-18,submission,26
STU0063,2024-03-27,login,11
STU0063,2024-02-26,submission,11
STU0063,2024-03-11,video_watched,1
STU0063,2024-04-11,quiz_attempt,47
STU0063,2024-02-08,submission,12
STU0063,2024-03-28,submission,29
STU0063,2024-01-04,login,32
STU0063,2024-02-07,login,3
STU0063,2024-03-22,submission,3
STU0063,2024-01-18,video_watched,23
STU0063,2024-02-22,quiz_attempt,40
STU0063,2024-04-10,login,78
STU0063,2024-01-19,login,58
STU0063,2024-01-09,quiz_attempt,1
STU0063,2024-04-17,video_watched,1
STU0063,2024-05-16,quiz_attempt,1
STU0063,2024-04-24,submission,14
STU0063,2024-02-19,login,17
STU0063,2024-03-08,forum_post,1
STU0063,2024-03-26,video_watched,12
STU0063,2024-01-31,video_watched,39
STU0063,2024-01-24,submission,41
STU0063,2024-03-01,login,21
STU0063,2024-04-22,submission,19
STU0063,2024-02-19,video_watched,31
STU0063,2024-02-28,quiz_attempt,9
STU0063,2024-03-28,quiz_attempt,9
STU0063,2024-01-25,submission,50
STU0063,2024-03-20,video_watched,27
STU0063,2024-04-23,submission,1
STU0063,2024-02-15,login,29
STU0063,2024-02-07,submission,1
STU0063,2024-01-08,login,57
STU0063,2024-03-28,submission,18
STU0063,2024-01-04,video_watched,44
STU0063,2024-01-10,submission,44
STU0063,2024-05-16,video_watched,58
STU0063,2024-01-09,submission,14
STU0063,2024-01-03,submission,28
STU0063,2024-03-11,quiz_attempt,9
STU0063,2024-02-09,login,28
STU0063,2024-05-21,login,13
STU0063,2024-01-15,submission,11
STU0063,2024-02-29,video_watched,1
STU0063,2024-02-22,login,54
STU0063,2024-04-02,quiz_attempt,16
STU0063,2024-02-19,quiz_attempt,13
STU0063,2024-04-05,login,2
STU0063,2024-02-20,video_watched,20
STU0063,2024-01-16,login,2
STU0063,2024-02-19,forum_post,6
STU0063,2024-01-29,video_watched,72
STU0063,2024-04-23,video_watched,7
STU0063,2024-01-24,login,1
STU0063,2024-01-05,submission,36
STU0063,2024-04-16,login,25
STU0063,2024-05-01,quiz_attempt,43
STU0063,2024-02-08,forum_post,13
STU0063,2024-04-29,login,50
STU0063,2024-03-21,submission,37
STU0063,2024-05-01,login,25
STU0063,2024-01-23,video_watched,6
STU0064,2024-01-18,login,4
STU0064,2024-01-30,video_watched,29
STU0064,2024-01-18,login,5
STU0064,2024-03-29,submission,5
STU0064,2024-03-19,video_watched,12
STU0064,2024-03-14,submission,30
STU0064,2024-03-26,quiz_attempt,34
STU0064,2024-03-28,submission,16
STU0064,2024-02-01,login,4
STU0064,2024-01-25,forum_post,9
STU0064,2024-04-04,submission,8
STU0064,2024-04-02,submission,19
STU0064,2024-01-05,quiz_attempt,24
STU0064,2024-05-17,submission,43
STU0064,2024-04-09,quiz_attempt,13
STU0064,2024-01-11,login,12
STU0064,2024-01-31,quiz_attempt,64
STU0064,2024-05-16,video_watched,33
STU0064,2024-05-08,submission,11
STU0064,2024-02-01,quiz_attempt,7
STU0064,2024-04-12,quiz_attempt,18
STU0064,2024-05-23,forum_post,3
STU0064,2024-03-18,login,74
STU0064,2024-05-24,submission,2
STU0064,2024-01-25,video_watched,4
STU0064,2024-05-28,forum_post,18
STU0064,2024-05-10,login,29
STU0064,2024-04-22,submission,51
STU0064,2024-04-29,quiz_attempt,23
STU0064,2024-05-22,video_watched,29
STU0064,2024-02-13,quiz_attempt,16
STU0064,2024-01-09,login,91
STU0064,2024-04-25,login,79
STU0064,2024-05-24,forum_post,19
STU0064,2024-05-02,login,8
STU0064,2024-03-19,quiz_attempt,2
STU0064,2024-02-23,submission,50
STU0064,2024-04-30,login,9
STU0064,2024-02-02,login,1
STU0064,2024-03-26,login,1
STU0064,2024-02-02,quiz_attempt,23
STU0064,2024-04-24,quiz_attempt,27
STU0064,2024-01-05,login,10
STU0064,2024-04-24,submission,24
STU0064,2024-02-07,quiz_attempt,24
STU0064,2024-01-16,login,7
STU0064,2024-04-30,submission,3
STU0064,2024-04-12,login,29
STU0064,2024-04-24,login,2
STU0064,2024-02-26,submission,51
STU0064,2024-03-21,login,13
STU0064,2024-03-15,submission,28
STU0064,2024-03-26,forum_post,20
STU0064,2024-04-05,submission,2
STU0064,2024-04-29,video_watched,3
STU0064,2024-02-09,quiz_attempt,10
STU0064,2024-03-01,submission,1
STU0064,2024-05-13,video_watched,10
STU0064,2024-05-02,login,4
STU0064,2024-01-11,submission,26
STU0064,2024-04-29,login,9
STU0064,2024-05-27,quiz_attempt,6
STU0064,2024-05-21,submission,3
STU0064,2024-03-28,login,51
STU0064,2024-02-22,login,26
STU0064,2024-04-09,video_watched,10
STU0064,2024-03-18,video_watched,32
STU0064,2024-02-09,video_watched,29
STU0064,2024-01-11,login,3
STU0064,2024-03-07,forum_post,6
STU0064,2024-03-21,quiz_attempt,37
STU0064,2024-01-17,quiz_attempt,72
STU0064,2024-04-25,login,20
STU0064,2024-01-10,forum_post,19
STU0064,2024-05-03,submission,25
STU0064,2024-02-22,login,1
STU0064,2024-01-18,login,22
STU0064,2024-01-31,quiz_attempt,13
STU0065,2024-03-07,forum_post,4
STU0065,2024-01-22,forum_post,54
STU0065,2024-02-14,login,22
STU0065,2024-04-25,login,9
STU0065,2024-02-22,quiz_attempt,20
STU0065,2024-01-18,submission,8
STU0065,2024-05-30,forum_post,8
STU0065,2024-03-25,login,62
STU0065,2024-04-19,login,20
STU0065,2024-04-23,login,1
STU0065,2024-05-21,video_watched,2
STU0065,2024-03-21,submission,5
STU0065,2024-03-28,login,9
STU0065,2024-02-27,submission,86
STU0065,2024-03-27,submission,62
STU0065,2024-04-18,quiz_attempt,7
STU0065,2024-05-30,forum_post,10
STU0065,2024-03-26,quiz_attempt,5
STU0065,2024-03-07,submission,26
STU0065,2024-01-26,forum_post,35
STU0065,2024-03-12,quiz_attempt,36
STU0065,2024-01-02,quiz_attempt,2
STU0065,2024-05-09,video_watched,5
STU0065,2024-03-29,login,6
STU0065,2024-03-19,forum_post,40
STU0065,2024-04-03,forum_post,1
STU0065,2024-05-24,video_watched,20
STU0065,2024-04-19,quiz_attempt,29
STU0065,2024-02-05,quiz_attempt,10
STU0065,2024-05-10,submission,34
STU0065,2024-05-10,login,15
STU0065,2024-01-24,forum_post,1
STU0065,2024-03-21,submission,23
STU0065,2024-04-29,quiz_attempt,1
STU0065,2024-01-19,submission,29
STU0065,2024-01-25,submission,1
STU0065,2024-03-07,login,4
STU0065,2024-03-15,submission,2
STU0065,2024-04-12,forum_post,38
STU0065,2024-04-05,submission,3
STU0065,2024-05-21,video_watched,33
STU0065,2024-05-31,submission,23
STU0065,2024-03-11,quiz_attempt,17
STU0065,2024-05-02,forum_post,9
STU0065,2024-03-01,submission,64
STU0065,2024-01-10,login,11
STU0065,2024-02-12,video_watched,18
STU0065,2024-05-06,quiz_attempt,43
STU0065,2024-01-04,submission,3
STU0065,2024-02-07,login,28
STU0065,2024-03-06,quiz_attempt,7
STU0065,2024-04-12,quiz_attempt,3
STU0065,2024-02-21,submission,22
STU0065,2024-03-12,forum_post,1
STU0065,2024-01-02,video_watched,30
STU0065,2024-02-09,video_watched,18
STU0065,2024-03-29,login,7
STU0065,2024-04-08,login,14
STU0065,2024-02-12,login,3
STU0065,2024-01-01,video_watched,32
STU0065,2024-04-12,forum_post,20
STU0065,2024-02-09,video_watched,16
STU0065,2024-04-26,quiz_attempt,21
STU0065,2024-05-09,login,25
STU0065,2024-02-08,login,9
STU0065,2024-05-17,quiz_attempt,2
STU0065,2024-05-24,submission,4
STU0065,2024-01-16,quiz_attempt,28
STU0065,2024-01-17,quiz_attempt,65
STU0065,2024-01-11,video_watched,11
STU0065,2024-03-20,submission,17
STU0065,2024-01-29,login,22
STU0065,2024-01-18,login,53
STU0065,2024-02-29,login,9
STU0065,2024-05-24,submission,7
STU0065,2024-05-23,submission,17
STU0065,2024-01-10,login,2
STU0065,2024-02-05,login,4
STU0065,2024-01-04,forum_post,44
STU0065,2024-03-08,quiz_attempt,7
STU0065,2024-04-23,submission,5
STU0065,2024-02-08,forum_post,1
STU0065,2024-01-05,quiz_attempt,83
STU0065,2024-03-01,forum_post,56
STU0065,2024-05-29,quiz_attempt,1
STU0065,2024-04-03,submission,48
STU0065,2024-05-07,login,4
STU0065,2024-05-21,login,10
STU0065,2024-05-15,submission,7
STU0065,2024-05-01,video_watched,7
STU0065,2024-01-19,quiz_attempt,18
STU0065,2024-05-30,quiz_attempt,4
STU0065,2024-02-12,login,1
STU0065,2024-02-22,video_watched,3
STU0065,2024-03-19,login,14
STU0065,2024-03-13,quiz_attempt,3
STU0065,2024-05-28,submission,14
STU0065,2024-03-21,login,27
STU0065,2024-05-17,submission,19
STU0065,2024-03-20,video_watched,6
STU0065,2024-05-10,submission,14
STU0065,2024-04-04,login,4
STU0065,2024-03-05,submission,43
STU0065,2024-03-01,quiz_attempt,43
STU0065,2024-04-17,video_watched,13
STU0065,2024-02-13,login,19
STU0065,2024-05-07,login,63
STU0065,2024-02-22,video_watched,11
STU0065,2024-05-20,submission,46
STU0065,2024-01-23,submission,22
STU0065,2024-03-26,login,26
STU0065,2024-03-01,video_watched,26
STU0065,2024-02-09,login,9
STU0065,2024-01-03,video_watched,17
STU0065,2024-01-08,forum_post,18
STU0065,2024-04-03,submission,21
STU0065,2024-02-22,login,12
STU0065,2024-03-08,forum_post,1
STU0066,2024-02-20,forum_post,9
STU0066,2024-04-04,login,3
STU0066,2024-01-09,login,2
STU0066,2024-05-02,submission,2
STU0066,2024-03-14,video_watched,18
STU0066,2024-04-22,login,19
STU0066,2024-05-16,login,9
STU0066,2024-03-11,forum_post,1
STU0066,2024-04-15,submission,28
STU0066,2024-01-17,login,19
STU0066,2024-01-05,quiz_attempt,16
STU0066,2024-04-16,login,25
STU0066,2024-03-28,video_watched,12
STU0066,2024-01-24,quiz_attempt,29
STU0066,2024-03-01,login,5
STU0066,2024-05-01,video_watched,20
STU0066,2024-05-07,submission,6
STU0066,2024-03-21,quiz_attempt,12
STU0066,2024-03-15,submission,68
STU0066,2024-03-12,login,53
STU0066,2024-03-11,video_watched,47
STU0066,2024-03-28,login,31
STU0066,2024-03-07,login,105
STU0066,2024-01-03,quiz_attempt,18
STU0066,2024-01-23,submission,28
STU0066,2024-02-06,login,10
STU0066,2024-04-19,forum_post,28
STU0066,2024-04-30,forum_post,40
STU0066,2024-05-14,submission,3
STU0066,2024-01-25,submission,12
STU0066,2024-05-23,submission,14
STU0066,2024-02-20,submission,47
STU0066,2024-04-05,video_watched,14
STU0066,2024-03-22,video_watched,3
STU0066,2024-02-05,video_watched,33
STU0066,2024-04-30,forum_post,16
STU0066,2024-02-27,login,79
STU0066,2024-05-29,login,14
STU0066,2024-01-10,login,89
STU0066,2024-01-01,forum_post,11
STU0066,2024-05-29,quiz_attempt,4
STU0066,2024-01-31,login,6
STU0066,2024-03-08,submission,18
STU0066,2024-05-03,quiz_attempt,42
STU0066,2024-05-27,login,8
STU0066,2024-02-14,login,12
STU0066,2024-02-29,quiz_attempt,2
STU0066,2024-03-12,login,34
STU0066,2024-02-26,quiz_attempt,12
STU0066,2024-04-17,quiz_attempt,14
STU0066,2024-02-13,forum_post,12
STU0066,2024-02-27,login,5
STU0066,2024-04-18,quiz_attempt,47
STU0066,2024-01-11,submission,55
STU0066,2024-02-28,video_watched,10
STU0066,2024-05-31,login,27
STU0066,2024-01-01,video_watched,28
STU0066,2024-01-04,quiz_attempt,1
STU0066,2024-04-19,submission,47
STU0066,2024-05-29,video_watched,1
STU0066,2024-02-14,quiz_attempt,10
STU0066,2024-04-16,quiz_attempt,7
STU0066,2024-02-13,video_watched,14
STU0066,2024-04-29,login,20
STU0066,2024-03-13,quiz_attempt,15
STU0066,2024-03-11,quiz_attempt,56
STU0066,2024-03-04,submission,37
STU0066,2024-02-07,login,8
STU0066,2024-02-01,submission,16
STU0066,2024-01-31,quiz_attempt,13
STU0066,2024-04-01,forum_post,17
STU0066,2024-05-03,quiz_attempt,7
STU0066,2024-03-13,submission,47
STU0066,2024-04-30,login,17
STU0066,2024-01-03,quiz_attempt,87
STU0066,2024-03-13,login,15
STU0066,2024-01-18,forum_post,8
STU0066,2024-03-29,submission,53
STU0066,2024-02-12,submission,54
STU0066,2024-02-16,login,31
STU0066,2024-05-24,login,10
STU0066,2024-03-29,video_watched,44
STU0066,2024-03-29,quiz_attempt,16
STU0066,2024-05-03,login,7
STU0066,2024-03-22,quiz_attempt,25
STU0066,2024-02-12,login,8
STU0066,2024-02-15,quiz_attempt,19
STU0066,2024-01-05,video_watched,9
STU0066,2024-03-18,login,42
STU0066,2024-05-20,submission,2
STU0066,2024-03-07,video_watched,5
STU0066,2024-01-25,login,15
STU0066,2024-02-14,submission,2
STU0066,2024-01-15,submission,5
STU0066,2024-05-06,quiz_attempt,4
STU0066,2024-04-04,forum_post,32
STU0066,2024-01-26,login,12
STU0066,2024-05-03,forum_post,32
STU0066,2024-05-15,login,6
STU0066,2024-01-01,login,60
STU0066,2024-05-01,login,4
STU0066,2024-03-27,login,6
STU0066,2024-05-24,submission,1
STU0066,2024-03-04,login,13
STU0066,2024-01-11,video_watched,47
STU0066,2024-03-25,quiz_attempt,17
STU0066,2024-01-12,submission,7
STU0066,2024-02-27,quiz_attempt,60
STU0066,2024-02-19,login,1
STU0066,2024-01-16,video_watched,12
STU0066,2024-04-17,login,39
STU0066,2024-03-05,video_watched,39
STU0066,2024-04-01,submission,1
STU0066,2024-05-09,login,2
STU0066,2024-05-31,video_watched,25
STU0067,2024-03-25,quiz_attempt,21
