student_id,subject,exam_type,score,max_score,score_pct
STU0039,Math,final,81,100,81.0
STU0039,Physics,quiz,83,100,83.0
STU0039,Physics,midterm,88,100,88.0
STU0039,Physics,final,80,100,80.0
STU0039,Programming,quiz,76,100,76.0
STU0039,Programming,midterm,82,100,82.0
STU0039,Programming,final,96,100,96.0
STU0039,Data Structures,quiz,81,100,81.0
STU0039,Data Structures,midterm,88,100,88.0
STU0039,Data Structures,final,100,100,100.0
STU0039,English,quiz,91,100,91.0
STU0039,English,midterm,94,100,94.0
STU0039,English,final,84,100,84.0
STU0039,Statistics,quiz,100,100,100.0
STU0039,Statistics,midterm,87,100,87.0
STU0039,Statistics,final,89,100,89.0
STU0040,Math,quiz,60,100,60.0
STU0040,Math,midterm,48,100,48.0
STU0040,Math,final,50,100,50.0
STU0040,Physics,quiz,48,100,48.0
STU0040,Physics,midterm,48,100,48.0
STU0040,Physics,final,53,100,53.0
STU0040,Programming,quiz,54,100,54.0
STU0040,Programming,midterm,45,100,45.0
STU0040,Programming,final,44,100,44.0
STU0040,Data Structures,quiz,45,100,45.0
STU0040,Data Structures,midterm,39,100,39.0
STU0040,Data Structures,final,37,100,37.0
STU0040,English,quiz,52,100,52.0
STU0040,English,midterm,57,100,57.0
STU0040,English,final,57,100,57.0
STU0040,Statistics,quiz,31,100,31.0
STU0040,Statistics,midterm,48,100,48.0
STU0040,Statistics,final,41,100,41.0
STU0041,Math,quiz,98,100,98.0
STU0041,Math,midterm,93,100,93.0
STU0041,Math,final,100,100,100.0
STU0041,Physics,quiz,97,100,97.0
STU0041,Physics,midterm,82,100,82.0
STU0041,Physics,final,89,100,89.0
STU0041,Programming,quiz,97,100,97.0
STU0041,Programming,midterm,97,100,97.0
STU0041,Programming,final,85,100,85.0
STU0041,Data Structures,quiz,84,100,84.0
STU0041,Data Structures,midterm,97,100,97.0
STU0041,Data Structures,final,85,100,85.0
STU0041,English,quiz,83,100,83.0
STU0041,English,midterm,93,100,93.0
STU0041,English,final,93,100,93.0
STU0041,Statistics,quiz,90,100,90.0
STU0041,Statistics,midterm,91,100,91.0
STU0041,Statistics,final,97,100,97.0
STU0042,Math,quiz,43,100,43.0
STU0042,Math,midterm,50,100,50.0
STU0042,Math,final,46,100,46.0
STU0042,Physics,quiz,50,100,50.0
STU0042,Physics,midterm,56,100,56.0
STU0042,Physics,final,56,100,56.0
STU0042,Programming,quiz,59,100,59.0
STU0042,Programming,midterm,56,100,56.0
STU0042,Programming,final,51,100,51.0
STU0042,Data Structures,quiz,46,100,46.0
STU0042,Data Structures,midterm,46,100,46.0
STU0042,Data Structures,final,42,100,42.0
STU0042,English,quiz,49,100,49.0
STU0042,English,midterm,55,100,55.0
STU0042,English,final,43,100,43.0
STU0042,Statistics,quiz,49,100,49.0
STU0042,Statistics,midterm,44,100,44.0
STU0042,Statistics,final,51,100,51.0
STU0043,Math,quiz,60,100,60.0
STU0043,Math,midterm,58,100,58.0
STU0043,Math,final,59,100,59.0
STU0043,Physics,quiz,68,100,68.0
STU0043,Physics,midterm,63,100,63.0
STU0043,Physics,final,61,100,61.0
STU0043,Programming,quiz,66,100,66.0
STU0043,Programming,midterm,61,100,61.0
STU0043,Programming,final,73,100,73.0
STU0043,Data Structures,quiz,56,100,56.0
STU0043,Data Structures,midterm,63,100,63.0
STU0043,Data Structures,final,53,100,53.0
STU0043,English,quiz,61,100,61.0
STU0043,English,midterm,51,100,51.0
STU0043,English,final,70,100,70.0
STU0043,Statistics,quiz,70,100,70.0
STU0043,Statistics,midterm,70,100,70.0
STU0043,Statistics,final,64,100,64.0
STU0044,Math,quiz,58,100,58.0
STU0044,Math,midterm,59,100,59.0
STU0044,Math,final,77,100,77.0
STU0044,Physics,quiz,77,100,77.0
STU0044,Physics,midterm,66,100,66.0
STU0044,Physics,final,61,100,61.0
STU0044,Programming,quiz,76,100,76.0
STU0044,Programming,midterm,60,100,60.0
STU0044,Programming,final,67,100,67.0
STU0044,Data Structures,quiz,76,100,76.0
STU0044,Data Structures,midterm,58,100,58.0
STU0044,Data Structures,final,72,100,72.0
STU0044,English,quiz,69,100,69.0
STU0044,English,midterm,65,100,65.0
STU0044,English,final,57,100,57.0
STU0044,Statistics,quiz,59,100,59.0
STU0044,Statistics,midterm,67,100,67.0
STU0044,Statistics,final,54,100,54.0
STU0045,Math,quiz,78,100,78.0
STU0045,Math,midterm,81,100,81.0
STU0045,Math,final,85,100,85.0
STU0045,Physics,quiz,66,100,66.0
STU0045,Physics,midterm,88,100,88.0
STU0045,Physics,final,91,100,91.0
STU0045,Programming,quiz,80,100,80.0
STU0045,Programming,midterm,69,100,69.0
STU0045,Programming,final,74,100,74.0
STU0045,Data Structures,quiz,77,100,77.0
STU0045,Data Structures,midterm,79,100,79.0
STU0045,Data Structures,final,77,100,77.0
STU0045,English,quiz,79,100,79.0
STU0045,English,midterm,76,100,76.0
STU0045,English,final,79,100,79.0
STU0045,Statistics,quiz,73,100,73.0
STU0045,Statistics,midterm,74,100,74.0
STU0045,Statistics,final,72,100,72.0
STU0046,Math,quiz,89,100,89.0
STU0046,Math,midterm,86,100,86.0
STU0046,Math,final,78,100,78.0
STU0046,Physics,quiz,84,100,84.0
STU0046,Physics,midterm,80,100,80.0
STU0046,Physics,final,75,100,75.0
STU0046,Programming,quiz,62,100,62.0
STU0046,Programming,midterm,72,100,72.0
STU0046,Programming,final,71,100,71.0
STU0046,Data Structures,quiz,65,100,65.0
STU0046,Data Structures,midterm,62,100,62.0
STU0046,Data Structures,final,78,100,78.0
STU0046,English,quiz,76,100,76.0
STU0046,English,midterm,64,100,64.0
STU0046,English,final,68,100,68.0
STU0046,Statistics,quiz,83,100,83.0
STU0046,Statistics,midterm,67,100,67.0
STU0046,Statistics,final,75,100,75.0
STU0047,Math,quiz,70,100,70.0
STU0047,Math,midterm,76,100,76.0
STU0047,Math,final,65,100,65.0
STU0047,Physics,quiz,73,100,73.0
STU0047,Physics,midterm,73,100,73.0
STU0047,Physics,final,74,100,74.0
STU0047,Programming,quiz,72,100,72.0
STU0047,Programming,midterm,75,100,75.0
STU0047,Programming,final,89,100,89.0
STU0047,Data Structures,quiz,92,100,92.0
STU0047,Data Structures,midterm,67,100,67.0
STU0047,Data Structures,final,53,100,53.0
STU0047,English,quiz,77,100,77.0
STU0047,English,midterm,73,100,73.0
STU0047,English,final,80,100,80.0
STU0047,Statistics,quiz,74,100,74.0
STU0047,Statistics,midterm,72,100,72.0
STU0047,Statistics,final,81,100,81.0
STU0048,Math,quiz,59,100,59.0
STU0048,Math,midterm,38,100,38.0
STU0048,Math,final,42,100,42.0
STU0048,Physics,quiz,48,100,48.0
STU0048,Physics,midterm,50,100,50.0
STU0048,Physics,final,47,100,47.0
STU0048,Programming,quiz,52,100,52.0
STU0048,Programming,midterm,57,100,57.0
STU0048,Programming,final,63,100,63.0
STU0048,Data Structures,quiz,54,100,54.0
STU0048,Data Structures,midterm,42,100,42.0
STU0048,Data Structures,final,48,100,48.0
STU0048,English,quiz,48,100,48.0
STU0048,English,midterm,53,100,53.0
STU0048,English,final,52,100,52.0
STU0048,Statistics,quiz,65,100,65.0
STU0048,Statistics,midterm,45,100,45.0
STU0048,Statistics,final,52,100,52.0
STU0049,Math,quiz,98,100,98.0
STU0049,Math,midterm,75,100,75.0
STU0049,Math,final,81,100,81.0
STU0049,Physics,quiz,72,100,72.0
STU0049,Physics,midterm,80,100,80.0
STU0049,Physics,final,73,100,73.0
STU0049,Programming,quiz,88,100,88.0
STU0049,Programming,midterm,81,100,81.0
STU0049,Programming,final,72,100,72.0
STU0049,Data Structures,quiz,86,100,86.0
STU0049,Data Structures,midterm,81,100,81.0
STU0049,Data Structures,final,87,100,87.0
STU0049,English,quiz,70,100,70.0
STU0049,English,midterm,82,100,82.0
STU0049,English,final,86,100,86.0
STU0049,Statistics,quiz,76,100,76.0
STU0049,Statistics,midterm,69,100,69.0
STU0049,Statistics,final,79,100,79.0
STU0050,Math,quiz,92,100,92.0
STU0050,Math,midterm,91,100,91.0
STU0050,Math,final,78,100,78.0
STU0050,Physics,quiz,72,100,72.0
STU0050,Physics,midterm,78,100,78.0
STU0050,Physics,final,78,100,78.0
STU0050,Programming,quiz,85,100,85.0
STU0050,Programming,midterm,81,100,81.0
STU0050,Programming,final,76,100,76.0
STU0050,Data Structures,quiz,91,100,91.0
STU0050,Data Structures,midterm,83,100,83.0
STU0050,Data Structures,final,85,100,85.0
STU0050,English,quiz,68,100,68.0
STU0050,English,midterm,62,100,62.0
STU0050,English,final,70,100,70.0
STU0050,Statistics,quiz,78,100,78.0
STU0050,Statistics,midterm,86,100,86.0
STU0050,Statistics,final,63,100,63.0
STU0051,Math,quiz,100,100,100.0
STU0051,Math,midterm,89,100,89.0
STU0051,Math,final,99,100,99.0
STU0051,Physics,quiz,81,100,81.0
STU0051,Physics,midterm,92,100,92.0
STU0051,Physics,final,88,100,88.0
STU0051,Programming,quiz,94,100,94.0
STU0051,Programming,midterm,86,100,86.0
STU0051,Programming,final,92,100,92.0
STU0051,Data Structures,quiz,97,100,97.0
STU0051,Data Structures,midterm,83,100,83.0
STU0051,Data Structures,final,90,100,90.0
STU0051,English,quiz,73,100,73.0
STU0051,English,midterm,93,100,93.0
STU0051,English,final,100,100,100.0
STU0051,Statistics,quiz,78,100,78.0
STU0051,Statistics,midterm,87,100,87.0
STU0051,Statistics,final,95,100,95.0
STU0052,Math,quiz,42,100,42.0
STU0052,Math,midterm,43,100,43.0
STU0052,Math,final,39,100,39.0
STU0052,Physics,quiz,39,100,39.0
STU0052,Physics,midterm,41,100,41.0
STU0052,Physics,final,42,100,42.0
STU0052,Programming,quiz,32,100,32.0
STU0052,Programming,midterm,41,100,41.0
STU0052,Programming,final,54,100,54.0
STU0052,Data Structures,quiz,39,100,39.0
STU0052,Data Structures,midterm,32,100,32.0
STU0052,Data Structures,final,41,100,41.0
STU0052,English,quiz,36,100,36.0
STU0052,English,midterm,31,100,31.0
STU0052,English,final,43,100,43.0
STU0052,Statistics,quiz,36,100,36.0
STU0052,Statistics,midterm,37,100,37.0
STU0052,Statistics,final,43,100,43.0
STU0053,Math,quiz,66,100,66.0
STU0053,Math,midterm,65,100,65.0
STU0053,Math,final,84,100,84.0
STU0053,Physics,quiz,63,100,63.0
STU0053,Physics,midterm,71,100,71.0
STU0053,Physics,final,64,100,64.0
STU0053,Programming,quiz,75,100,75.0
STU0053,Programming,midterm,82,100,82.0
STU0053,Programming,final,79,100,79.0
STU0053,Data Structures,quiz,98,100,98.0
STU0053,Data Structures,midterm,87,100,87.0
STU0053,Data Structures,final,71,100,71.0
STU0053,English,quiz,69,100,69.0
STU0053,English,midterm,100,100,100.0
STU0053,English,final,87,100,87.0
STU0053,Statistics,quiz,83,100,83.0
STU0053,Statistics,midterm,79,100,79.0
STU0053,Statistics,final,81,100,81.0
STU0054,Math,quiz,78,100,78.0
STU0054,Math,midterm,91,100,91.0
STU0054,Math,final,90,100,90.0
STU0054,Physics,quiz,83,100,83.0
STU0054,Physics,midterm,86,100,86.0
STU0054,Physics,final,100,100,100.0
STU0054,Programming,quiz,89,100,89.0
STU0054,Programming,midterm,100,100,100.0
STU0054,Programming,final,76,100,76.0
STU0054,Data Structures,quiz,86,100,86.0
STU0054,Data Structures,midterm,78,100,78.0
STU0054,Data Structures,final,80,100,80.0
STU0054,English,quiz,83,100,83.0
STU0054,English,midterm,92,100,92.0
STU0054,English,final,92,100,92.0
STU0054,Statistics,quiz,84,100,84.0
STU0054,Statistics,midterm,72,100,72.0
STU0054,Statistics,final,100,100,100.0
STU0055,Math,quiz,36,100,36.0
STU0055,Math,midterm,30,100,30.0
STU0055,Math,final,41,100,41.0
STU0055,Physics,quiz,40,100,40.0
STU0055,Physics,midterm,36,100,36.0
STU0055,Physics,final,40,100,40.0
STU0055,Programming,quiz,30,100,30.0
STU0055,Programming,midterm,45,100,45.0
STU0055,Programming,final,31,100,31.0
STU0055,Data Structures,quiz,34,100,34.0
STU0055,Data Structures,midterm,44,100,44.0
STU0055,Data Structures,final,48,100,48.0
STU0055,English,quiz,51,100,51.0
STU0055,English,midterm,47,100,47.0
STU0055,English,final,36,100,36.0
STU0055,Statistics,quiz,26,100,26.0
STU0055,Statistics,midterm,50,100,50.0
STU0055,Statistics,final,50,100,50.0
STU0056,Math,quiz,56,100,56.0
STU0056,Math,midterm,69,100,69.0
STU0056,Math,final,59,100,59.0
STU0056,Physics,quiz,74,100,74.0
STU0056,Physics,midterm,58,100,58.0
STU0056,Physics,final,78,100,78.0
STU0056,Programming,quiz,68,100,68.0
STU0056,Programming,midterm,76,100,76.0
STU0056,Programming,final,58,100,58.0
STU0056,Data Structures,quiz,65,100,65.0
STU0056,Data Structures,midterm,54,100,54.0
STU0056,Data Structures,final,69,100,69.0
STU0056,English,quiz,69,100,69.0
STU0056,English,midterm,81,100,81.0
STU0056,English,final,66,100,66.0
STU0056,Statistics,quiz,68,100,68.0
STU0056,Statistics,midterm,58,100,58.0
STU0056,Statistics,final,66,100,66.0
STU0057,Math,quiz,85,100,85.0
STU0057,Math,midterm,89,100,89.0
STU0057,Math,final,89,100,89.0
STU0057,Physics,quiz,85,100,85.0
STU0057,Physics,midterm,88,100,88.0
STU0057,Physics,final,85,100,85.0
STU0057,Programming,quiz,85,100,85.0
STU0057,Programming,midterm,97,100,97.0
STU0057,Programming,final,89,100,89.0
STU0057,Data Structures,quiz,91,100,91.0
STU0057,Data Structures,midterm,76,100,76.0
STU0057,Data Structures,final,91,100,91.0
STU0057,English,quiz,92,100,92.0
STU0057,English,midterm,85,100,85.0
STU0057,English,final,100,100,100.0
STU0057,Statistics,quiz,70,100,70.0
STU0057,Statistics,midterm,94,100,94.0
STU0057,Statistics,final,94,100,94.0
STU0058,Math,quiz,78,100,78.0
STU0058,Math,midterm,75,100,75.0
STU0058,Math,final,78,100,78.0
STU0058,Physics,quiz,81,100,81.0
STU0058,Physics,midterm,68,100,68.0
STU0058,Physics,final,76,100,76.0
STU0058,Programming,quiz,72,100,72.0
STU0058,Programming,midterm,65,100,65.0
STU0058,Programming,final,79,100,79.0
STU0058,Data Structures,quiz,69,100,69.0
STU0058,Data Structures,midterm,62,100,62.0
STU0058,Data Structures,final,69,100,69.0
STU0058,English,quiz,67,100,67.0
STU0058,English,midterm,82,100,82.0
STU0058,English,final,75,100,75.0
STU0058,Statistics,quiz,85,100,85.0
STU0058,Statistics,midterm,68,100,68.0
STU0058,Statistics,final,81,100,81.0
STU0059,Math,quiz,100,100,100.0
STU0059,Math,midterm,100,100,100.0
STU0059,Math,final,100,100,100.0
STU0059,Physics,quiz,100,100,100.0
STU0059,Physics,midterm,85,100,85.0
STU0059,Physics,final,100,100,100.0
STU0059,Programming,quiz,99,100,99.0
STU0059,Programming,midterm,95,100,95.0
STU0059,Programming,final,90,100,90.0
STU0059,Data Structures,quiz,100,100,100.0
STU0059,Data Structures,midterm,89,100,89.0
STU0059,Data Structures,final,100,100,100.0
STU0059,English,quiz,98,100,98.0
STU0059,English,midterm,87,100,87.0
STU0059,English,final,93,100,93.0
STU0059,Statistics,quiz,94,100,94.0
STU0059,Statistics,midterm,100,100,100.0
STU0059,Statistics,final,90,100,90.0
STU0060,Math,quiz,72,100,72.0
STU0060,Math,midterm,68,100,68.0
STU0060,Math,final,77,100,77.0
STU0060,Physics,quiz,69,100,69.0
STU0060,Physics,midterm,64,100,64.0
STU0060,Physics,final,71,100,71.0
STU0060,Programming,quiz,70,100,70.0
STU0060,Programming,midterm,68,100,68.0
STU0060,Programming,final,68,100,68.0
STU0060,Data Structures,quiz,82,100,82.0
STU0060,Data Structures,midterm,70,100,70.0
STU0060,Data Structures,final,64,100,64.0
STU0060,English,quiz,69,100,69.0
STU0060,English,midterm,73,100,73.0
STU0060,English,final,62,100,62.0
STU0060,Statistics,quiz,86,100,86.0
STU0060,Statistics,midterm,80,100,80.0
STU0060,Statistics,final,84,100,84.0
STU0061,Math,quiz,87,100,87.0
STU0061,Math,midterm,67,100,67.0
STU0061,Math,final,96,100,96.0
STU0061,Physics,quiz,76,100,76.0
STU0061,Physics,midterm,77,100,77.0
STU0061,Physics,final,85,100,85.0
STU0061,Programming,quiz,94,100,94.0
STU0061,Programming,midterm,92,100,92.0
STU0061,Programming,final,91,100,91.0
STU0061,Data Structures,quiz,81,100,81.0
STU0061,Data Structures,midterm,81,100,81.0
STU0061,Data Structures,final,86,100,86.0
STU0061,English,quiz,82,100,82.0
STU0061,English,midterm,90,100,90.0
STU0061,English,final,90,100,90.0
STU0061,Statistics,quiz,88,100,88.0
STU0061,Statistics,midterm,63,100,63.0
STU0061,Statistics,final,84,100,84.0
STU0062,Math,quiz,86,100,86.0
STU0062,Math,midterm,88,100,88.0
STU0062,Math,final,81,100,81.0
STU0062,Physics,quiz,76,100,76.0
STU0062,Physics,midterm,91,100,91.0
STU0062,Physics,final,84,100,84.0
STU0062,Programming,quiz,91,100,91.0
STU0062,Programming,midterm,81,100,81.0
STU0062,Programming,final,98,100,98.0
STU0062,Data Structures,quiz,95,100,95.0
STU0062,Data Structures,midterm,89,100,89.0
STU0062,Data Structures,final,85,100,85.0
STU0062,English,quiz,94,100,94.0
STU0062,English,midterm,90,100,90.0
STU0062,English,final,89,100,89.0
STU0062,Statistics,quiz,95,100,95.0
STU0062,Statistics,midterm,98,100,98.0
STU0062,Statistics,final,77,100,77.0
STU0063,Math,quiz,83,100,83.0
STU0063,Math,midterm,85,100,85.0
STU0063,Math,final,79,100,79.0
STU0063,Physics,quiz,91,100,91.0
STU0063,Physics,midterm,96,100,96.0
STU0063,Physics,final,91,100,91.0
STU0063,Programming,quiz,87,100,87.0
STU0063,Programming,midterm,100,100,100.0
STU0063,Programming,final,92,100,92.0
STU0063,Data Structures,quiz,94,100,94.0
STU0063,Data Structures,midterm,100,100,100.0
STU0063,Data Structures,final,90,100,90.0
STU0063,English,quiz,100,100,100.0
STU0063,English,midterm,88,100,88.0
STU0063,English,final,100,100,100.0
STU0063,Statistics,quiz,83,100,83.0
STU0063,Statistics,midterm,95,100,95.0
STU0063,Statistics,final,86,100,86.0
STU0064,Math,quiz,78,100,78.0
STU0064,Math,midterm,65,100,65.0
STU0064,Math,final,71,100,71.0
STU0064,Physics,quiz,63,100,63.0
STU0064,Physics,midterm,76,100,76.0
STU0064,Physics,final,63,100,63.0
STU0064,Programming,quiz,82,100,82.0
STU0064,Programming,midterm,61,100,61.0
STU0064,Programming,final,58,100,58.0
STU0064,Data Structures,quiz,76,100,76.0
STU0064,Data Structures,midterm,64,100,64.0
STU0064,Data Structures,final,69,100,69.0
STU0064,English,quiz,66,100,66.0
STU0064,English,midterm,58,100,58.0
STU0064,English,final,68,100,68.0
STU0064,Statistics,quiz,79,100,79.0
STU0064,Statistics,midterm,77,100,77.0
STU0064,Statistics,final,71,100,71.0
STU0065,Math,quiz,100,100,100.0
STU0065,Math,midterm,86,100,86.0
STU0065,Math,final,92,100,92.0
STU0065,Physics,quiz,98,100,98.0
STU0065,Physics,midterm,94,100,94.0
STU0065,Physics,final,93,100,93.0
STU0065,Programming,quiz,85,100,85.0
STU0065,Programming,midterm,78,100,78.0
STU0065,Programming,final,100,100,100.0
STU0065,Data Structures,quiz,97,100,97.0
STU0065,Data Structures,midterm,100,100,100.0
STU0065,Data Structures,final,91,100,91.0
STU0065,English,quiz,89,100,89.0
STU0065,English,midterm,95,100,95.0
STU0065,English,final,100,100,100.0
STU0065,Statistics,quiz,93,100,93.0
STU0065,Statistics,midterm,100,100,100.0
STU0065,Statistics,final,87,100,87.0
STU0066,Math,quiz,71,100,71.0
STU0066,Math,midterm,72,100,72.0
STU0066,Math,final,82,100,82.0
STU0066,Physics,quiz,74,100,74.0
STU0066,Physics,midterm,87,100,87.0
STU0066,Physics,final,62,100,62.0
STU0066,Programming,quiz,74,100,74.0
STU0066,Programming,midterm,74,100,74.0
STU0066,Programming,final,78,100,78.0
STU0066,Data Structures,quiz,66,100,66.0
STU0066,Data Structures,midterm,86,100,86.0
STU0066,Data Structures,final,73,100,73.0
STU0066,English,quiz,64,100,64.0
STU0066,English,midterm,73,100,73.0
STU0066,English,final,70,100,70.0
STU0066,Statistics,quiz,95,100,95.0
STU0066,Statistics,midterm,81,100,81.0
STU0066,Statistics,final,73,100,73.0
STU0067,Math,quiz,71,100,71.0
STU0067,Math,midterm,79,100,79.0
STU0067,Math,final,80,100,80.0
STU0067,Physics,quiz,48,100,48.0
STU0067,Physics,midterm,77,100,77.0
STU0067,Physics,final,72,100,72.0
STU0067,Programming,quiz,61,100,61.0
STU0067,Programming,midterm,79,100,79.0
STU0067,Programming,final,90,100,90.0
STU0067,Data Structures,quiz,76,100,76.0
STU0067,Data Structures,midterm,80,100,80.0
STU0067,Data Structures,final,86,100,86.0
STU0067,English,quiz,65,100,65.0
STU0067,English,midterm,57,100,57.0
STU0067,English,final,77,100,77.0
STU0067,Statistics,quiz,70,100,70.0
STU0067,Statistics,midterm,61,100,61.0
STU0067,Statistics,final,71,100,71.0
STU0068,Math,quiz,70,100,70.0
STU0068,Math,midterm,63,100,63.0
STU0068,Math,final,58,100,58.0
STU0068,Physics,quiz,63,100,63.0
STU0068,Physics,midterm,65,100,65.0
STU0068,Physics,final,49,100,49.0
STU0068,Programming,quiz,64,100,64.0
STU0068,Programming,midterm,54,100,54.0
STU0068,Programming,final,70,100,70.0
STU0068,Data Structures,quiz,52,100,52.0
STU0068,Data Structures,midterm,73,100,73.0
STU0068,Data Structures,final,61,100,61.0
STU0068,English,quiz,60,100,60.0
STU0068,English,midterm,67,100,67.0
STU0068,English,final,58,100,58.0
STU0068,Statistics,quiz,67,100,67.0
STU0068,Statistics,midterm,59,100,59.0
STU0068,Statistics,final,60,100,60.0
STU0069,Math,quiz,80,100,80.0
STU0069,Math,midterm,68,100,68.0
STU0069,Math,final,67,100,67.0
STU0069,Physics,quiz,79,100,79.0
STU0069,Physics,midterm,77,100,77.0
STU0069,Physics,final,79,100,79.0
STU0069,Programming,quiz,80,100,80.0
STU0069,Programming,midterm,78,100,78.0
STU0069,Programming,final,82,100,82.0
STU0069,Data Structures,quiz,78,100,78.0
STU0069,Data Structures,midterm,61,100,61.0
STU0069,Data Structures,final,63,100,63.0
STU0069,English,quiz,93,100,93.0
STU0069,English,midterm,77,100,77.0
STU0069,English,final,85,100,85.0
STU0069,Statistics,quiz,74,100,74.0
STU0069,Statistics,midterm,77,100,77.0
STU0069,Statistics,final,74,100,74.0
STU0070,Math,quiz,99,100,99.0
STU0070,Math,midterm,82,100,82.0
STU0070,Math,final,75,100,75.0
STU0070,Physics,quiz,66,100,66.0
STU0070,Physics,midterm,95,100,95.0
STU0070,Physics,final,78,100,78.0
STU0070,Programming,quiz,86,100,86.0
STU0070,Programming,midterm,87,100,87.0
STU0070,Programming,final,76,100,76.0
STU0070,Data Structures,quiz,85,100,85.0
STU0070,Data Structures,midterm,75,100,75.0
STU0070,Data Structures,final,72,100,72.0
STU0070,English,quiz,89,100,89.0
STU0070,English,midterm,78,100,78.0
STU0070,English,final,84,100,84.0
STU0070,Statistics,quiz,83,100,83.0
STU0070,Statistics,midterm,85,100,85.0
STU0070,Statistics,final,67,100,67.0
STU0071,Math,quiz,87,100,87.0
STU0071,Math,midterm,89,100,89.0
STU0071,Math,final,85,100,85.0
STU0071,Physics,quiz,95,100,95.0
STU0071,Physics,midterm,100,100,100.0
STU0071,Physics,final,100,100,100.0
STU0071,Programming,quiz,89,100,89.0
STU0071,Programming,midterm,94,100,94.0
STU0071,Programming,final,95,100,95.0
STU0071,Data Structures,quiz,97,100,97.0
STU0071,Data Structures,midterm,85,100,85.0
STU0071,Data Structures,final,100,100,100.0
STU0071,English,quiz,99,100,99.0
STU0071,English,midterm,99,100,99.0
STU0071,English,final,100,100,100.0
STU0071,Statistics,quiz,96,100,96.0
STU0071,Statistics,midterm,83,100,83.0
STU0071,Statistics,final,91,100,91.0
STU0072,Math,quiz,86,100,86.0
STU0072,Math,midterm,100,100,100.0
STU0072,Math,final,98,100,98.0
STU0072,Physics,quiz,99,100,99.0
STU0072,Physics,midterm,100,100,100.0
STU0072,Physics,final,96,100,96.0
STU0072,Programming,quiz,97,100,97.0
STU0072,Programming,midterm,100,100,100.0
STU0072,Programming,final,85,100,85.0
STU0072,Data Structures,quiz,97,100,97.0
STU0072,Data Structures,midterm,80,100,80.0
STU0072,Data Structures,final,95,100,95.0
STU0072,English,quiz,100,100,100.0
STU0072,English,midterm,100,100,100.0
STU0072,English,final,95,100,95.0
STU0072,Statistics,quiz,100,100,100.0
STU0072,Statistics,midterm,91,100,91.0
STU0072,Statistics,final,99,100,99.0
STU0073,Math,quiz,100,100,100.0
STU0073,Math,midterm,100,100,100.0
STU0073,Math,final,99,100,99.0
STU0073,Physics,quiz,100,100,100.0
STU0073,Physics,midterm,91,100,91.0
STU0073,Physics,final,92,100,92.0
STU0073,Programming,quiz,100,100,100.0
STU0073,Programming,midterm,94,100,94.0
STU0073,Programming,final,100,100,100.0
STU0073,Data Structures,quiz,100,100,100.0
STU0073,Data Structures,midterm,100,100,100.0
STU0073,Data Structures,final,99,100,99.0
STU0073,English,quiz,85,100,85.0
STU0073,English,midterm,100,100,100.0
STU0073,English,final,89,100,89.0
STU0073,Statistics,quiz,95,100,95.0
STU0073,Statistics,midterm,100,100,100.0
STU0073,Statistics,final,100,100,100.0
STU0074,Math,quiz,75,100,75.0
STU0074,Math,midterm,75,100,75.0
STU0074,Math,final,73,100,73.0
STU0074,Physics,quiz,69,100,69.0
STU0074,Physics,midterm,73,100,73.0
STU0074,Physics,final,65,100,65.0
STU0074,Programming,quiz,84,100,84.0
STU0074,Programming,midterm,81,100,81.0
STU0074,Programming,final,83,100,83.0
STU0074,Data Structures,quiz,71,100,71.0
STU0074,Data Structures,midterm,69,100,69.0
STU0074,Data Structures,final,79,100,79.0
STU0074,English,quiz,79,100,79.0
STU0074,English,midterm,77,100,77.0
STU0074,English,final,76,100,76.0
STU0074,Statistics,quiz,92,100,92.0
STU0074,Statistics,midterm,82,100,82.0
STU0074,Statistics,final,94,100,94.0
STU0075,Math,quiz,100,100,100.0
STU0075,Math,midterm,100,100,100.0
STU0075,Math,final,88,100,88.0
STU0075,Physics,quiz,100,100,100.0
STU0075,Physics,midterm,93,100,93.0
STU0075,Physics,final,84,100,84.0
STU0075,Programming,quiz,100,100,100.0
STU0075,Programming,midterm,94,100,94.0
STU0075,Programming,final,88,100,88.0
STU0075,Data Structures,quiz,94,100,94.0
STU0075,Data Structures,midterm,90,100,90.0
STU0075,Data Structures,final,91,100,91.0
STU0075,English,quiz,95,100,95.0
STU0075,English,midterm,100,100,100.0
STU0075,English,final,92,100,92.0
STU0075,Statistics,quiz,100,100,100.0
STU0075,Statistics,midterm,100,100,100.0
STU0075,Statistics,final,100,100,100.0
STU0076,Math,quiz,76,100,76.0
STU0076,Math,midterm,70,100,70.0
STU0076,Math,final,80,100,80.0
STU0076,Physics,quiz,74,100,74.0
STU0076,Physics,midterm,56,100,56.0
STU0076,Physics,final,72,100,72.0
STU0076,Programming,quiz,76,100,76.0
STU0076,Programming,midterm,67,100,67.0
STU0076,Programming,final,71,100,71.0
STU0076,Data Structures,quiz,65,100,65.0
STU0076,Data Structures,midterm,59,100,59.0
STU0076,Data Structures,final,57,100,57.0
STU0076,English,quiz,57,100,57.0
STU0076,English,midterm,75,100,75.0
STU0076,English,final,50,100,50.0
STU0076,Statistics,quiz,64,100,64.0
STU0076,Statistics,midterm,63,100,63.0
STU0076,Statistics,final,67,100,67.0
STU0077,Math,quiz,44,100,44.0
STU0077,Math,midterm,62,100,62.0
STU0077,Math,final,49,100,49.0
STU0077,Physics,quiz,68,100,68.0
STU0077,Physics,midterm,54,100,54.0
